Código_Actividad,identificacion,Código_Actividad,Hora del Dia,Etiqueta Interacción,Etiqueta Actividad,Etiqueta Actividad Resumida,Preocupación,Prisa,Irritación,Depresión,Tensión,Calma,Disfrute,Lugar de actividad,Zona_Actividad,Total en minutos de la actividad,Hora actividad redondeada,A_gusto_en_la_Interacción,Minutos*Preoc,Minutos*Prisa,Minutos*Irritación,Minutos*Depresión,Minutos*Tensión,Minutos*Calma,Minutos*Disfrute,Minutos*AgustInter
Silvio13310Carlos5,Silvio13310Carlos,Silvio13310Carlos5,Mañana,"Personal de servicios, responsables de nuestra actividad, extraños ",Fue de compras,Compras,3,2,1,1,1,6,6,Farmacia,12,10,9:00:00,7,30,20,10,10,10,60,60,70
Silvio13310Carlos6,Silvio13310Carlos,Silvio13310Carlos6,Mañana,Con compañeros de trabajo / escuela / club,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",2,1,1,1,6,6,4,"Viajó a algún lado (coche, caminando, bicicleta)",13,15,10:00:00,2,30,15,15,15,90,90,60,30
Silvio13310Carlos7,Silvio13310Carlos,Silvio13310Carlos7,Tarde,Con su pareja,Comió,"Dedicación personal (comió, bañó, descansó)",1,1,1,1,1,8,9,Casa donde vive,13,60,10:00:00,10,60,60,60,60,60,480,540,600
Silvio13310Carlos8,Silvio13310Carlos,Silvio13310Carlos8,Tarde,Estaba solo,Hizo tareas domésticas,"Tareas domésticas (comida, cuida a los hijos, mascotas)",1,1,1,1,5,9,9,Casa donde vive,13,270,13:00:00,,270,270,270,270,1350,2430,2430,
Silvio13310Carlos9,Silvio13310Carlos,Silvio13310Carlos9,Noche,Con su pareja,Preparó comida,"Tareas domésticas (comida, cuida a los hijos, mascotas)",1,1,1,1,1,9,9,Casa donde vive,13,30,15:00:00,10,30,30,30,30,30,270,270,300
Silvio13310Carlos10,Silvio13310Carlos,Silvio13310Carlos10,Noche,Con su pareja,Vió televisión,"Entretenimiento (radio, televisión, computadora, juego en casa)",1,1,5,1,1,9,9,Casa donde vive,13,150,17:00:00,10,150,150,750,150,150,1350,1350,1500
Silvio13310Carlos11,Silvio13310Carlos,Silvio13310Carlos11,Noche,Con su pareja,Comió,"Dedicación personal (comió, bañó, descansó)",1,1,1,1,5,9,8,Casa donde vive,13,60,19:00:00,9,60,60,60,60,300,540,480,540
Silvio13310Carlos12,Silvio13310Carlos,Silvio13310Carlos12,Noche,Con su pareja,Vió televisión,"Entretenimiento (radio, televisión, computadora, juego en casa)",1,1,1,1,1,9,10,Casa donde vive,13,30,19:00:00,10,30,30,30,30,30,270,300,300
Silvio13310Norma1,Silvio13310Norma,Silvio13310Norma1,Mañana,Estaba solo,Comió,"Dedicación personal (comió, bañó, descansó)",5,1,1,1,1,8,9,Casa donde vive,13,45,12:00:00,,225,45,45,45,45,360,405,
Silvio13310Norma2,Silvio13310Norma,Silvio13310Norma2,Tarde,Estaba solo,Hizo tareas domésticas,"Tareas domésticas (comida, cuida a los hijos, mascotas)",5,3,1,1,2,7,8,Casa donde vive,13,45,13:00:00,,225,135,45,45,90,315,360,
Silvio13310Norma3,Silvio13310Norma,Silvio13310Norma3,Tarde,Estaba solo,Preparó comida,"Tareas domésticas (comida, cuida a los hijos, mascotas)",2,6,1,1,3,6,7,Casa donde vive,13,30,13:00:00,,60,180,30,30,90,180,210,
Silvio13310Norma4,Silvio13310Norma,Silvio13310Norma4,Tarde,Estaba solo,Comió,"Dedicación personal (comió, bañó, descansó)",1,3,1,1,3,6,8,Casa donde vive,13,30,14:00:00,,30,90,30,30,90,180,240,
Silvio13310Norma5,Silvio13310Norma,Silvio13310Norma5,Tarde,Estaba solo,Hizo tareas domésticas,"Tareas domésticas (comida, cuida a los hijos, mascotas)",3,5,1,1,1,6,8,Casa donde vive,13,45,15:00:00,,135,225,45,45,45,270,360,
Silvio13310Norma6,Silvio13310Norma,Silvio13310Norma6,Tarde,Estaba solo,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",1,3,1,1,1,6,6,"Viajó a algún lado (coche, caminando, bicicleta)",13,5,15:00:00,,5,15,5,5,5,30,30,
Silvio13310Norma7,Silvio13310Norma,Silvio13310Norma7,Tarde,"Personal de servicios, responsables de nuestra actividad, extraños ",Fue de compras,Compras,1,1,1,1,1,8,10,Otros……..,13,30,15:00:00,8,30,30,30,30,30,240,300,240
Silvio13310Norma8,Silvio13310Norma,Silvio13310Norma8,Tarde,Estaba solo,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",1,3,1,1,1,6,6,"Viajó a algún lado (coche, caminando, bicicleta)",13,5,16:00:00,,5,15,5,5,5,30,30,
Silvio13310Norma9,Silvio13310Norma,Silvio13310Norma9,Tarde,Estaba solo,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",3,5,1,1,1,6,6,"Viajó a algún lado (coche, caminando, bicicleta)",2,5,16:00:00,,15,25,5,5,5,30,30,
Silvio13310Norma10,Silvio13310Norma,Silvio13310Norma10,Tarde,"Personal de servicios, responsables de nuestra actividad, extraños ","Por salud (estudios, consulta)",Trámites o Salud,3,6,5,1,3,6,6,Veterinaria ,2,65,16:00:00,8,195,390,325,65,195,390,390,520
Silvio13310Norma11,Silvio13310Norma,Silvio13310Norma11,Tarde,Estaba solo,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",3,3,1,1,1,6,6,"Viajó a algún lado (coche, caminando, bicicleta)",13,5,17:00:00,,15,15,5,5,5,30,30,
Silvio13310Norma12,Silvio13310Norma,Silvio13310Norma12,Noche,Estaba solo,Vió televisión,"Entretenimiento (radio, televisión, computadora, juego en casa)",1,1,1,1,1,6,9,Casa donde vive,13,60,17:00:00,,60,60,60,60,60,360,540,
Silvio13310Norma13,Silvio13310Norma,Silvio13310Norma13,Noche,Estaba solo,Se baño o arregló,"Dedicación personal (comió, bañó, descansó)",1,1,1,1,1,7,10,Casa donde vive,13,45,18:00:00,,45,45,45,45,45,315,450,
Silvio13310Norma14,Silvio13310Norma,Silvio13310Norma14,Noche,Estaba solo,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",3,5,2,1,2,6,6,"Viajó a algún lado (coche, caminando, bicicleta)",12,10,19:00:00,,30,50,20,10,20,60,60,
Silvio13310Norma15,Silvio13310Norma,Silvio13310Norma15,Noche,Con otros familiares,Habló con alguien,"Relaciones sociales (Charlar, cuidar, actividad religiosa, otras relaciones)",3,3,1,1,2,7,8,Casa de los padres,12,45,19:00:00,,135,135,45,45,90,315,360,
Silvio13310Norma16,Silvio13310Norma,Silvio13310Norma16,Noche,Estaba solo,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",1,1,1,1,1,6,6,"Viajó a algún lado (coche, caminando, bicicleta)",13,10,20:00:00,,10,10,10,10,10,60,60,
Silvio13310Norma17,Silvio13310Norma,Silvio13310Norma17,Noche,Con sus hijos adultos,Comió,"Dedicación personal (comió, bañó, descansó)",1,1,1,1,1,9,10,Casa donde vive,13,120,21:00:00,10,120,120,120,120,120,1080,1200,1200
Silvio14207Renzo1,Silvio14207Renzo,Silvio14207Renzo1,Mañana,Estaba solo,Se baño o arregló,"Dedicación personal (comió, bañó, descansó)",3,6,1,1,2,9,5,Casa donde vive,14,15,7:00:00,,45,90,15,15,30,135,75,
Silvio14207Renzo2,Silvio14207Renzo,Silvio14207Renzo2,Mañana,Estaba solo,Comió,"Dedicación personal (comió, bañó, descansó)",4,8,1,1,2,7,5,Casa donde vive,14,10,7:00:00,,40,80,10,10,20,70,50,
Silvio14207Renzo3,Silvio14207Renzo,Silvio14207Renzo3,Mañana,Estaba solo,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",4,6,1,1,3,7,5,"Viajó a algún lado (coche, caminando, bicicleta)",4,20,8:00:00,,80,120,20,20,60,140,100,
Silvio14207Renzo4,Silvio14207Renzo,Silvio14207Renzo4,Mañana,"Personal de servicios, responsables de nuestra actividad, extraños ",Estudio,Leyó o estudió,5,5,2,1,1,8,7,"Escuela, Campus, u otro establecimiento educativo",4,180,9:00:00,8,900,900,360,180,180,1440,1260,1440
Silvio14207Renzo5,Silvio14207Renzo,Silvio14207Renzo5,Mañana,Con amigos,Comió,"Dedicación personal (comió, bañó, descansó)",1,1,1,1,1,8,9,"Escuela, Campus, u otro establecimiento educativo",4,20,11:00:00,9,20,20,20,20,20,160,180,180
Silvio14207Renzo6,Silvio14207Renzo,Silvio14207Renzo6,Tarde,Con amigos,Leyó / Estudió,Leyó o estudió,1,1,1,1,1,8,7,"Escuela, Campus, u otro establecimiento educativo",4,140,12:00:00,9,140,140,140,140,140,1120,980,1260
Silvio14207Renzo7,Silvio14207Renzo,Silvio14207Renzo7,Tarde,Estaba solo,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",1,4,1,1,3,7,6,"Viajó a algún lado (coche, caminando, bicicleta)",14,20,14:00:00,,20,80,20,20,60,140,120,
Silvio14207Renzo8,Silvio14207Renzo,Silvio14207Renzo8,Tarde,Estaba solo,"Descansó (siesta,tomar mate, té o café)","Dedicación personal (comió, bañó, descansó)","2,65732484076433","3,05887969446213","1,82854406130268","1,62559846792212","2,55303514376997","7,29674537332483","7,95789473684211",Casa donde vive,14,120,15:00:00,,"318,87898089172","367,065563335455","219,425287356322","195,071816150654","306,364217252396","875,609444798979","954,947368421053",
Silvio14207Renzo9,Silvio14207Renzo,Silvio14207Renzo9,Noche,Estaba solo,Leyó / Estudió,Leyó o estudió,3,4,1,1,1,8,7,Casa donde vive,14,60,16:00:00,,180,240,60,60,60,480,420,
Silvio14207Renzo10,Silvio14207Renzo,Silvio14207Renzo10,Noche,Estaba solo,Caminó a algún lado,"Viajó a algún lado (coche, caminando, bicicleta)",4,6,1,1,1,9,5,"Viajó a algún lado (coche, caminando, bicicleta)",12,30,17:00:00,,120,180,30,30,30,270,150,
Silvio14207Renzo11,Silvio14207Renzo,Silvio14207Renzo11,Noche,Con amigos,Comió,"Dedicación personal (comió, bañó, descansó)",1,6,1,1,1,8,8,Casa de amigos,12,30,17:00:00,9,30,180,30,30,30,240,240,270
Silvio14207Renzo12,Silvio14207Renzo,Silvio14207Renzo12,Noche,Estaba solo,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",1,6,1,1,1,8,6,"Viajó a algún lado (coche, caminando, bicicleta)",14,10,18:00:00,,10,60,10,10,10,80,60,
Silvio161204Ariel1,Silvio161204Ariel,Silvio161204Ariel1,Mañana,Con sus hijos jóvenes o nietos,Preparó comida,"Tareas domésticas (comida, cuida a los hijos, mascotas)",1,1,1,1,1,10,10,Casa donde vive,16,45,10:00:00,10,45,45,45,45,45,450,450,450
Silvio161204Ariel2,Silvio161204Ariel,Silvio161204Ariel2,Mañana,Con sus hijos jóvenes o nietos,Jugó (cartas /juegos),"Entretenimiento (radio, televisión, computadora, juego en casa)",1,1,1,1,1,10,10,Casa donde vive,16,120,11:00:00,10,120,120,120,120,120,1200,1200,1200
Silvio161204Ariel3,Silvio161204Ariel,Silvio161204Ariel3,Tarde,Con pareja e hijos,Comió,"Dedicación personal (comió, bañó, descansó)",3,1,1,1,1,10,10,Casa donde vive,16,45,13:00:00,9,135,45,45,45,45,450,450,405
Silvio161204Ariel4,Silvio161204Ariel,Silvio161204Ariel4,Tarde,Con pareja e hijos,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",1,8,1,1,1,9,10,"Viajó a algún lado (coche, caminando, bicicleta)",13,10,13:00:00,10,10,80,10,10,10,90,100,100
Silvio161204Ariel5,Silvio161204Ariel,Silvio161204Ariel5,Tarde,Con pareja e hijos,Jugó (cartas /juegos),"Entretenimiento (radio, televisión, computadora, juego en casa)",1,1,1,1,1,10,10,"Escuela, Campus, u otro establecimiento educativo",13,20,13:00:00,10,20,20,20,20,20,200,200,200
Silvio161204Ariel6,Silvio161204Ariel,Silvio161204Ariel6,Tarde,Con su pareja,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",1,1,1,1,1,9,10,"Viajó a algún lado (coche, caminando, bicicleta)",12,5,14:00:00,10,5,5,5,5,5,45,50,50
Silvio161204Ariel7,Silvio161204Ariel,Silvio161204Ariel7,Tarde,Con su pareja,Trámites,Trámites o Salud,1,1,1,1,1,10,9,"Bancos, u otra entidad financiera ",12,40,14:00:00,10,40,40,40,40,40,400,360,400
Silvio161204Ariel8,Silvio161204Ariel,Silvio161204Ariel8,Tarde,Con su pareja,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",1,1,1,1,1,9,10,"Viajó a algún lado (coche, caminando, bicicleta)",16,15,14:00:00,10,15,15,15,15,15,135,150,150
Silvio161204Ariel9,Silvio161204Ariel,Silvio161204Ariel9,Tarde,Con su pareja,Hizo tareas domésticas,"Tareas domésticas (comida, cuida a los hijos, mascotas)",1,1,1,1,1,10,10,Casa donde vive,16,120,15:00:00,10,120,120,120,120,120,1200,1200,1200
Silvio161204Ariel10,Silvio161204Ariel,Silvio161204Ariel10,Tarde,Estaba solo,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",1,1,1,1,1,10,10,"Viajó a algún lado (coche, caminando, bicicleta)",13,20,17:00:00,,20,20,20,20,20,200,200,
Silvio161204Ariel11,Silvio161204Ariel,Silvio161204Ariel11,Tarde,Con sus hijos jóvenes o nietos,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",1,1,1,1,1,10,10,"Viajó a algún lado (coche, caminando, bicicleta)",13,20,17:00:00,10,20,20,20,20,20,200,200,200
Silvio161204Ariel12,Silvio161204Ariel,Silvio161204Ariel12,Tarde,Con su pareja,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",1,1,1,1,1,8,10,"Viajó a algún lado (coche, caminando, bicicleta)",16,20,17:00:00,10,20,20,20,20,20,160,200,200
Silvio161204Ariel13,Silvio161204Ariel,Silvio161204Ariel13,Tarde,Con sus hijos adultos,Preparó comida,"Tareas domésticas (comida, cuida a los hijos, mascotas)",1,1,1,1,1,10,10,Casa donde vive,16,40,18:00:00,10,40,40,40,40,40,400,400,400
Silvio161204Ariel14,Silvio161204Ariel,Silvio161204Ariel14,Noche,Con sus hijos jóvenes o nietos,Jugó (cartas /juegos),"Entretenimiento (radio, televisión, computadora, juego en casa)",1,1,1,1,1,10,10,Casa donde vive,16,240,20:00:00,10,240,240,240,240,240,2400,2400,2400
Silvio161204Ariel15,Silvio161204Ariel,Silvio161204Ariel15,Noche,Con sus hijos adultos,Preparó comida,"Tareas domésticas (comida, cuida a los hijos, mascotas)",1,1,1,1,1,10,10,Casa donde vive,16,90,23:00:00,10,90,90,90,90,90,900,900,900
Silvio161204Romina1,Silvio161204Romina,Silvio161204Romina1,Mañana,Con sus hijos jóvenes o nietos,Se baño o arregló,"Dedicación personal (comió, bañó, descansó)",7,8,8,2,8,5,1,Casa donde vive,16,10,7:00:00,6,70,80,80,20,80,50,10,60
Silvio161204Romina2,Silvio161204Romina,Silvio161204Romina2,Mañana,Con pareja e hijos,Preparó comida,"Tareas domésticas (comida, cuida a los hijos, mascotas)",5,5,5,2,2,7,7,Casa donde vive,16,15,7:00:00,8,75,75,75,30,30,105,105,120
Silvio161204Romina3,Silvio161204Romina,Silvio161204Romina3,Mañana,Con otros familiares,Caminó a algún lado,"Viajó a algún lado (coche, caminando, bicicleta)",2,2,2,2,2,9,9,"Viajó a algún lado (coche, caminando, bicicleta)",14,30,8:00:00,9,60,60,60,60,60,270,270,270
Silvio161204Romina4,Silvio161204Romina,Silvio161204Romina4,Mañana,Con otros familiares,Caminó a algún lado,"Viajó a algún lado (coche, caminando, bicicleta)",2,2,2,2,2,8,9,"Viajó a algún lado (coche, caminando, bicicleta)",16,30,8:00:00,9,60,60,60,60,60,240,270,270
Silvio161204Romina5,Silvio161204Romina,Silvio161204Romina5,Mañana,Con su pareja,Trabajó,Trabajó,3,6,2,2,2,7,7,Casa donde vive,16,120,9:00:00,9,360,720,240,240,240,840,840,1080
Silvio161204Romina6,Silvio161204Romina,Silvio161204Romina6,Mañana,Estaba solo,Se baño o arregló,"Dedicación personal (comió, bañó, descansó)",2,2,2,2,2,8,9,Casa donde vive,16,30,11:00:00,,60,60,60,60,60,240,270,
Silvio161204Romina7,Silvio161204Romina,Silvio161204Romina7,Tarde,Estaba solo,Preparó comida,"Tareas domésticas (comida, cuida a los hijos, mascotas)",2,2,2,2,2,8,8,Casa donde vive,16,60,11:00:00,,120,120,120,120,120,480,480,
Silvio161204Romina8,Silvio161204Romina,Silvio161204Romina8,Tarde,Con pareja e hijos,Comió,"Dedicación personal (comió, bañó, descansó)",3,3,2,2,2,8,8,Casa donde vive,16,90,13:00:00,9,270,270,180,180,180,720,720,810
Silvio161204Romina9,Silvio161204Romina,Silvio161204Romina9,Tarde,Con pareja e hijos,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",4,3,2,2,2,8,6,"Viajó a algún lado (coche, caminando, bicicleta)",12,20,14:00:00,8,80,60,40,40,40,160,120,160
Silvio161204Romina10,Silvio161204Romina,Silvio161204Romina10,Tarde,Con sus hijos jóvenes o nietos,"Por salud (estudios, consulta)",Trámites o Salud,4,2,3,2,3,7,6,"Hospital, Clínica, Centro de Salud",12,120,15:00:00,8,480,240,360,240,360,840,720,960
Silvio161204Romina11,Silvio161204Romina,Silvio161204Romina11,Tarde,"Personal de servicios, responsables de nuestra actividad, extraños ",Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",4,5,2,2,2,7,7,"Viajó a algún lado (coche, caminando, bicicleta)",16,20,16:00:00,7,80,100,40,40,40,140,140,140
Silvio161204Romina12,Silvio161204Romina,Silvio161204Romina12,Noche,Estaba solo,Vió televisión,"Entretenimiento (radio, televisión, computadora, juego en casa)",2,2,2,2,2,7,8,Casa donde vive,16,120,17:00:00,,240,240,240,240,240,840,960,
Silvio161204Romina13,Silvio161204Romina,Silvio161204Romina13,Noche,Con pareja e hijos,Preparó comida,"Tareas domésticas (comida, cuida a los hijos, mascotas)",2,4,2,2,2,6,8,Casa donde vive,16,120,19:00:00,8,240,480,240,240,240,720,960,960
Silvio161204Romina14,Silvio161204Romina,Silvio161204Romina14,Noche,Con su pareja,Vió televisión,"Entretenimiento (radio, televisión, computadora, juego en casa)",2,1,1,1,1,8,9,Casa donde vive,16,60,21:00:00,8,120,60,60,60,60,480,540,480
Silvio3309Ignacio1,Silvio3309Ignacio,Silvio3309Ignacio1,Mañana,Con su pareja,Preparó comida,"Tareas domésticas (comida, cuida a los hijos, mascotas)",3,6,1,1,2,8,5,Casa donde vive,3,60,7:00:00,3,180,360,60,60,120,480,300,180
Silvio3309Ignacio2,Silvio3309Ignacio,Silvio3309Ignacio2,Mañana,Estaba solo,Trabajó,Trabajó,2,2,1,1,5,5,8,Casa donde vive,3,120,9:00:00,,240,240,120,120,600,600,960,
Silvio3309Ignacio3,Silvio3309Ignacio,Silvio3309Ignacio3,Mañana,Estaba solo,Viajó en bicicleta,"Viajó a algún lado (coche, caminando, bicicleta)",2,1,1,1,1,10,5,"Viajó a algún lado (coche, caminando, bicicleta)",12,10,10:00:00,,20,10,10,10,10,100,50,
Silvio3309Ignacio4,Silvio3309Ignacio,Silvio3309Ignacio4,Mañana,Con compañeros de trabajo / escuela / club,Trabajó,Trabajó,5,5,5,1,3,8,7,Lugar de trabajo,12,240,12:00:00,8,1200,1200,1200,240,720,1920,1680,1920
Silvio3309Ignacio5,Silvio3309Ignacio,Silvio3309Ignacio5,Tarde,Estaba solo,Viajó en bicicleta,"Viajó a algún lado (coche, caminando, bicicleta)",8,10,9,1,5,5,2,"Viajó a algún lado (coche, caminando, bicicleta)",3,15,14:00:00,,120,150,135,15,75,75,30,
Silvio3309Ignacio6,Silvio3309Ignacio,Silvio3309Ignacio6,Tarde,Estaba solo,Comió,"Dedicación personal (comió, bañó, descansó)",3,5,2,1,2,5,6,Casa donde vive,3,20,14:00:00,,60,100,40,20,40,100,120,
Silvio3309Ignacio7,Silvio3309Ignacio,Silvio3309Ignacio7,Tarde,Estaba solo,Vió televisión,"Entretenimiento (radio, televisión, computadora, juego en casa)",5,2,1,1,3,5,8,Casa donde vive,3,60,15:00:00,,300,120,60,60,180,300,480,
Silvio3309Ignacio8,Silvio3309Ignacio,Silvio3309Ignacio8,Tarde,Estaba solo,Trabajó,Trabajó,2,5,2,1,1,5,8,Casa donde vive,3,120,17:00:00,,240,600,240,120,120,600,960,
Silvio3309Ignacio9,Silvio3309Ignacio,Silvio3309Ignacio9,Noche,Estaba solo,Hizo ejercicio o dio paseo,Hizo ejercicio o dio paseo,1,1,1,1,1,10,8,Casa donde vive,3,45,18:00:00,,45,45,45,45,45,450,360,
Silvio3309Ignacio10,Silvio3309Ignacio,Silvio3309Ignacio10,Noche,Estaba solo,Viajó en bicicleta,"Viajó a algún lado (coche, caminando, bicicleta)",1,8,1,1,1,5,5,"Viajó a algún lado (coche, caminando, bicicleta)",10,15,19:00:00,,15,120,15,15,15,75,75,
Silvio3309Ignacio11,Silvio3309Ignacio,Silvio3309Ignacio11,Noche,Con amigos,Hizo ejercicio o dio paseo,Hizo ejercicio o dio paseo,10,7,7,1,10,1,8,Clubes deportivos,10,60,19:00:00,6,600,420,420,60,600,60,480,360
Silvio3309Ignacio12,Silvio3309Ignacio,Silvio3309Ignacio12,Noche,Estaba solo,Viajó en bicicleta,"Viajó a algún lado (coche, caminando, bicicleta)",10,2,8,1,5,5,5,"Viajó a algún lado (coche, caminando, bicicleta)",3,20,20:00:00,,200,40,160,20,100,100,100,
Silvio3309Ignacio13,Silvio3309Ignacio,Silvio3309Ignacio13,Noche,Estaba solo,Se baño o arregló,"Dedicación personal (comió, bañó, descansó)",5,1,10,1,9,5,10,Casa donde vive,3,30,20:00:00,,150,30,300,30,270,150,300,
Silvio3309Ignacio14,Silvio3309Ignacio,Silvio3309Ignacio14,Noche,Con su pareja,Preparó comida,"Tareas domésticas (comida, cuida a los hijos, mascotas)",5,1,1,1,5,7,8,Casa donde vive,3,90,21:00:00,10,450,90,90,90,450,630,720,900
Silvio3309Ignacio15,Silvio3309Ignacio,Silvio3309Ignacio15,Noche,Estaba solo,Vió televisión,"Entretenimiento (radio, televisión, computadora, juego en casa)",1,1,1,1,1,8,9,Casa donde vive,3,60,22:00:00,,60,60,60,60,60,480,540,
Silvio3312Francisco1,Silvio3312Francisco,Silvio3312Francisco1,Mañana,Estaba solo,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",4,1,2,1,1,7,2,"Viajó a algún lado (coche, caminando, bicicleta)",7,15,8:00:00,,60,15,30,15,15,105,30,
Silvio3312Francisco2,Silvio3312Francisco,Silvio3312Francisco2,Mañana,"Personal de servicios, responsables de nuestra actividad, extraños ",Habló con alguien,"Relaciones sociales (Charlar, cuidar, actividad religiosa, otras relaciones)",4,8,2,1,8,4,4,Taller mecánico,7,30,9:00:00,8,120,240,60,30,240,120,120,240
Silvio3312Francisco3,Silvio3312Francisco,Silvio3312Francisco3,Mañana,"Personal de servicios, responsables de nuestra actividad, extraños ",Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",6,9,3,1,2,8,2,"Viajó a algún lado (coche, caminando, bicicleta)",13,20,9:00:00,9,120,180,60,20,40,160,40,180
Silvio3312Francisco4,Silvio3312Francisco,Silvio3312Francisco4,Mañana,Estaba solo,Hizo tareas domésticas,"Tareas domésticas (comida, cuida a los hijos, mascotas)",5,9,6,1,3,3,6,Casa donde vive,13,420,13:00:00,,2100,3780,2520,420,1260,1260,2520,
Silvio3312Francisco5,Silvio3312Francisco,Silvio3312Francisco5,Tarde,Estaba solo,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",5,5,3,1,6,8,1,"Viajó a algún lado (coche, caminando, bicicleta)",7,20,17:00:00,,100,100,60,20,120,160,20,
Silvio3312Francisco6,Silvio3312Francisco,Silvio3312Francisco6,Tarde,"Personal de servicios, responsables de nuestra actividad, extraños ",Habló con alguien,"Relaciones sociales (Charlar, cuidar, actividad religiosa, otras relaciones)",7,8,5,1,3,5,1,Taller mecánico,7,20,17:00:00,8,140,160,100,20,60,100,20,160
Silvio3312Francisco7,Silvio3312Francisco,Silvio3312Francisco7,Noche,Estaba solo,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",8,7,8,1,4,4,1,"Viajó a algún lado (coche, caminando, bicicleta)",13,20,17:00:00,,160,140,160,20,80,80,20,
Silvio3312Francisco8,Silvio3312Francisco,Silvio3312Francisco8,Noche,Estaba solo,Otra actividad de ocio,"Entretenimiento (radio, televisión, computadora, juego en casa)",1,4,1,1,2,9,5,Casa donde vive,13,120,18:00:00,,120,480,120,120,240,1080,600,
Silvio3312Francisco9,Silvio3312Francisco,Silvio3312Francisco9,Noche,Estaba solo,Se baño o arregló,"Dedicación personal (comió, bañó, descansó)",3,2,2,2,1,10,9,Casa donde vive,13,30,20:00:00,,90,60,60,60,30,300,270,
Silvio3312Francisco10,Silvio3312Francisco,Silvio3312Francisco10,Noche,Con su pareja,Preparó comida,"Tareas domésticas (comida, cuida a los hijos, mascotas)",1,1,1,1,1,10,9,Casa donde vive,13,60,20:00:00,9,60,60,60,60,60,600,540,540
Silvio3312Francisco11,Silvio3312Francisco,Silvio3312Francisco11,Noche,Con su pareja,Vió televisión,"Entretenimiento (radio, televisión, computadora, juego en casa)",2,1,1,1,2,10,10,Casa donde vive,13,60,21:00:00,10,120,60,60,60,120,600,600,600
Silvio3312María Paz1,Silvio3312María Paz,Silvio3312María Paz1,Mañana,Estaba solo,Preparó comida,"Tareas domésticas (comida, cuida a los hijos, mascotas)",2,3,2,2,2,7,9,Casa donde vive,3,15,9:00:00,,30,45,30,30,30,105,135,
Silvio3312María Paz2,Silvio3312María Paz,Silvio3312María Paz2,Mañana,Estaba solo,Hizo tareas domésticas,"Tareas domésticas (comida, cuida a los hijos, mascotas)",2,6,2,2,2,7,5,Casa donde vive,3,50,10:00:00,,100,300,100,100,100,350,250,
Silvio3312María Paz3,Silvio3312María Paz,Silvio3312María Paz3,Mañana,Estaba solo,Preparó comida,"Tareas domésticas (comida, cuida a los hijos, mascotas)",7,5,2,2,2,8,8,Casa donde vive,3,70,11:00:00,,490,350,140,140,140,560,560,
Silvio3312María Paz4,Silvio3312María Paz,Silvio3312María Paz4,Tarde,Estaba solo,Comió,"Dedicación personal (comió, bañó, descansó)",2,8,2,1,2,7,8,Casa donde vive,3,40,12:00:00,,80,320,80,40,80,280,320,
Silvio3312María Paz5,Silvio3312María Paz,Silvio3312María Paz5,Tarde,Con compañeros de trabajo / escuela / club,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",1,1,1,1,1,6,5,"Viajó a algún lado (coche, caminando, bicicleta)",4,15,12:00:00,7,15,15,15,15,15,90,75,105
Silvio3312María Paz6,Silvio3312María Paz,Silvio3312María Paz6,Tarde,Destinatario de nuestra actividad laboral (Cliente / paciente / alumno),Trabajó,Trabajó,1,1,1,1,1,9,9,Lugar de trabajo,4,180,14:00:00,10,180,180,180,180,180,1620,1620,1800
Silvio3312María Paz7,Silvio3312María Paz,Silvio3312María Paz7,Tarde,Con compañeros de trabajo / escuela / club,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",5,9,1,1,2,4,3,"Viajó a algún lado (coche, caminando, bicicleta)",12,20,16:00:00,8,100,180,20,20,40,80,60,160
